Operation Name,Address,State,Milk,Fruit,Soy,Tapioca,lat,long
JCP Farming Co.,9250 West Rd.,California,0,1,0,0,39.28562100508614,-123.10384972801178
JD Grass LLC,5004 Lebanon Road,New York,1,0,0,0,42.781413,-75.647894
JDT Farming LLC,1860 Harvey Lewis Rd,North Carolina,0,0,1,0,35.14391153006085,-78.19120214725456
"Jean-Claude Boisset (JCB) Wines USA, Inc.",849 Zinfandel Ln.,California,0,1,0,0,38.48624792042556,-122.43745923411505
Jeanette Almekinder,2458 Mina French Creek Rd,New York,1,0,0,0,42.1057555,-79.68791753208812
Jeannine Kirby And Keith Kirby Dba Kirby Farms,523 Auburn Road,New York,1,0,0,0,40.679994,-73.502206
JED LLC Dba River Edge Farms,9470 Batchelder Road,California,0,1,0,0,34.74642723911002,-120.37509549804646
"Jedwards International, Inc.",141 Campanelli Drive,Massachusetts,0,1,1,1,42.20462725,-71.030207006804
Jeff & Carolyn Kienast,2482 Quest Ave,Iowa,0,0,1,0,41.871621244298055,-94.30942536743312
Jeff Booms Farms LLC,8043 Ruth Rd,Michigan,0,0,1,0,43.65885368734376,-82.73851680245976
Jeff Huebner,1355 70th Av.,Minnesota,0,0,1,0,43.67662606350347,-94.73419873899914
Jeff Stauffer And Luke Ray Stauffer,3326 Parker Road,New York,1,0,0,0,42.6029835,-77.21470738970586
Jeff-Leen Farm,N254 County Road I,Wisconsin,0,0,1,0,43.1138148,-90.2143831
Jeffrey And Ellen Enslin,208 Little Keen Road,Pennsylvania,1,0,0,0,41.60699022260545,-75.38688118122788
Jeffrey Boykin,8549 Healthy Plains Church Rd,North Carolina,0,0,1,0,35.73778535524939,-78.1326665717896
Jeffrey D. Zimmer,23136 Williams Rd,New York,1,0,0,0,44.2645845,-75.91242151028112
Jeffrey Prouty,41 Prouty Rd.,New York,1,0,0,0,43.483591109411,-73.25882361901334
Jelly Belly Candy Company,One Jelly Belly Lane,California,0,1,0,0,38.2383043,-122.0782733
JEM Farm,1770 Sheldon Rd,Michigan,0,0,1,0,43.47162467841835,-82.8914740921049
JEMS Dairy,97 W. 600 N.,Idaho,1,0,0,0,42.704671090759426,-113.68629629814558
Jenehr Family Farm,6837 Elder Lane,Wisconsin,0,1,0,0,43.22151559084047,-89.16658838836537
"Jeneil Biotech, Inc.",400 N. Dekora Woods Blvd.,Wisconsin,0,0,1,0,43.38754,-87.95289
Jenkins Family Farms,N9528 Fenske Rd,Wisconsin,1,0,0,0,43.589727,-89.246442
Jenkins Farm,2725 Little Church Rd.,Kentucky,0,0,1,0,38.101573,-85.851705
JENNINGS FARM,6592 Barryville Rd.,Michigan,0,0,1,0,42.5588373482649,-85.17324992250705
JENNINGS FARM,6592 Barryville Rd.,Michigan,0,0,1,0,42.5588373482649,-85.17324992250705
Jennings Hill Dairy,639 Jennings Road,Pennsylvania,1,0,0,0,41.421821,-75.836298
Jentom Farms,8 Hammond Rd.,Maine,1,0,0,0,44.6133157,-70.1613086
Jeremiah & Esther Lambright,2840 N 400 W,Indiana,1,0,0,0,41.64416309263157,-86.77779468749333
Jeremy Erb Farm,44 Strick Rd.,Pennsylvania,0,1,1,0,41.039259,-76.747352
Jeremy Mehling Farms,296 S. Dickenson,California,0,1,0,0,37.27372468897181,-120.49391466979313
Jeremy Van Pelt,4137 County Highway 18,New York,1,0,0,0,42.82007190359901,-75.23705813155512
Jeremy Woodling,725 Center Ave,Pennsylvania,0,0,1,0,40.102683212529975,-75.12354673025705
Jergenson Farms,419 N. Verduga,California,0,1,0,0,37.48871168961201,-120.8078209048811
"Jeriko Vineyards, LLC Dba Jeriko Estate",12141 Hewlitt & Sturtevant Road,California,0,1,0,0,38.984865,-123.121439
Jerome J. Burke Dba Burke Groves,26745 Via Vueltas,California,0,1,0,0,33.505216730330496,-117.19183003452596
Jerry & Anna Otto,11727 225th Ave,Minnesota,0,0,1,0,45.3844958,-94.5704513
Jerry Beachy,2596 470Th Street Sw,Iowa,0,0,1,0,41.59157025220286,-91.67368055727422
Jerry Brumfield Farm,621 S 300 E,Indiana,0,0,1,0,41.292682072956524,-86.63974810842767
Jerry D. & Martha Stutzman,10698 US Highway 14,Wisconsin,0,0,1,0,42.826115,-89.303669
"Jerry Dell Farm, Inc.",2219 Gee Hill Rd,New York,1,0,0,0,42.51479211914666,-76.25171059949804
JERRY GLASER,50206 820th Road,Nebraska,0,0,1,0,41.71159912244898,-98.44454630612245
Jerry J. Stutzman,26090 165th Avenue,Wisconsin,1,0,0,0,45.0821418721702,-91.13685320728864
"Jerry M. Seibert Farms, Inc.",4375 North Westlawn Avenue,California,0,1,0,0,36.798625821984295,-119.95218311762757
Jerry Slough Farming Co.,19407 Wildwood Rd.,California,0,1,0,0,35.44656636751532,-119.43953067640548
Jerry T. Schwartz,9386 Bull Hill Rd,New York,1,0,0,0,42.45642,-77.33726949999999
Jerry W. Herschberger,322 E. CR. 100 N,Illinois,0,0,1,0,41.88328440624644,-87.63609618853296
Jerry Westrom,3734 - 317th Avenue NE,Minnesota,0,0,1,0,45.543792979591835,-93.1743598367347
Jerry-Dell Dryden Farm LLC,421 Livermore Road,New York,1,0,0,0,42.51478445,-76.27936429968138
Jersey Lane Farm,35414 E Lacomb Rd.,Oregon,1,0,0,0,44.616030602760304,-122.73486816721956
Jersey Ridge Organic Dairy,829 Freeburg Road,Pennsylvania,0,0,1,0,40.788284,-76.95288
Jersey Valley Farm,8263 South Road,Wisconsin,1,0,0,0,46.09603461838754,-91.20272538478204
Jesse And Rachel Esh,320 Rife Road,Pennsylvania,1,0,0,0,40.55293553379665,-76.87922520760095
Jesse Fisher Farm,11861 Center Road,Indiana,1,0,0,0,40.001821004455216,-84.97782102810628
Jesse Graber,1516 Odell Rd,New York,0,1,0,0,43.0035585,-76.86195392870545
Jesse J. Yoder,1088 Posey Row Road,Maryland,1,0,0,0,39.71697463338404,-79.17698056048175
Jesse Newswanger,791 College Blvd.,Pennsylvania,0,0,1,0,40.52322517917433,-75.79826609758564
Jesse Rebling,3068 150th Street,Iowa,0,0,1,0,42.15681897782443,-90.85507171742364
Jill Greenawalt,571 N. Bellview Road,Pennsylvania,1,0,0,0,40.0619036615996,-79.5805585764497
Jim & Janice Gasser,10148 Eby Road,Ohio,1,0,1,0,40.92318183649023,-81.8594501883816
Jim Blum,8288 125th Ave,Wisconsin,1,0,0,0,45.023913877459464,-91.5039198860459
Jim Heneghan Dba Fox Den Farm,6279 5550 Road,Colorado,0,1,0,0,38.5960560800316,-108.04990868821002
Jim Liddiard,1956 O'Neill Ridge Road,Iowa,0,0,1,0,43.35086692524122,-91.59200105991216
JIM LOVE,10105 South High Point Rd.,Kansas,0,0,1,0,37.94017198090167,-98.123936
Jim Mueller DBA Mueller Farm & Ranch,7130 Road 2,Kansas,0,0,1,0,37.1554406,-96.4985633
Jim Nino,13808 West Clinton,California,0,1,0,0,38.3760236,-120.6682645
Jim Riebli Dairy,295 Rainsville Rd.,California,1,0,0,0,38.27059459821428,-122.68752774107143
Jimmie Nazaroff,360 N. Floyd Ave.,California,0,1,0,0,37.6780514,-120.98858
Jimray Farms,2285 133rd St,Iowa,0,0,1,0,41.462538,-91.692158
JJ Cotter Orchards,24780 East South Avenue,California,0,1,0,0,36.617809826579716,-119.3460192374407
JJB Farms,15935 County Road 89,California,0,1,0,0,38.7101469207059,-121.96090714976101
JJR Distributing Corp. D/B/A Disilva Fruit,360 Beacham Street,Massachusetts,0,1,0,0,42.395372,-71.04782014119536
JJS Farm LLC,1031 Sanitarium Hill Rd,Pennsylvania,1,0,0,0,41.838865,-76.89845
JK Farms,9891 Taft Rd,Michigan,0,0,1,0,42.95818886776099,-84.37241382500935
"JKLM Dairy Farms, Inc.",2407 Brown Road,New York,1,0,1,0,42.9588085,-78.322063
JLM MANUFACTURING,14285 Frazho Rd.,Michigan,0,1,0,0,42.4853915,-82.9968035
JMD's Family Beef Farm,9891 17 Mile Rd.,Michigan,0,0,1,0,46.25948312531153,-84.17222167132492
JNC Intl.,67 Porete Ave.,New Jersey,0,1,0,0,40.77808107349504,-74.12684620181216
Joconda Farms,1433 Whitehouse Rd,Georgia,0,0,1,0,32.29758120883534,-83.97316693172691
Jodi & Toni Forrester,3146 Etter Road,Pennsylvania,0,0,1,0,39.8915159810898,-77.69674619820852
Jody Regan,1525 Prairie Ave NW,Iowa,0,0,1,0,43.2838068045788,-91.49811822698594
Joe & Cheryl Takemoto,24646 Ave. 216,California,0,1,0,0,36.18189453942895,-119.02243726394573
Joe & Paul Doerr,7328 Lake Rd,Michigan,0,0,1,0,43.206039600775696,-83.83109345391483
Joe A. Cotta Dba Rhythm And Blueberries,9414 Kost Road,California,0,1,0,0,38.23995412975469,-121.3495207128066
Joe B. Wengerd,257 CR 11,New York,1,0,1,0,40.79777209261906,-73.73494288173283
Joe Borgerding Farm,39736 275th St,Minnesota,1,0,1,0,45.520952,-94.93664069183247
Joe Galleano,20512 Ave. 14,California,0,1,0,0,36.952701,-120.19748
Joe Graber,1014 Kiwi Avenue,Iowa,0,0,1,0,41.50606347591664,-91.75258339057858
Joe Green Ranch,200 Lambert Road,California,0,1,0,0,34.419576,-119.578504
Joe Hemmersbach Farm,15406 Cty Hwy X X,Wisconsin,1,0,0,0,45.893025,-89.121529
Joe K. Yoder,20407 County Highway MM,Wisconsin,1,0,0,0,43.883539,-90.50395
Joe Kvitek Dairy Farm,12827 Melnik Road,Wisconsin,0,1,0,0,44.252496462628606,-87.74551089030696
Joe L. Fisher,10618 North Main Street Extended,Pennsylvania,1,0,0,0,40.3828724,-80.2096449
Joe L. Miller Dairy,3718 N 700 E,Indiana,1,0,0,0,41.356373829531215,-86.56268362397661
Joe Lengacher,22583 Heather Ave.,Iowa,0,0,1,0,40.71167865888007,-92.04463787774013
Joe Schlabach,3876 CR 168,Ohio,0,1,0,0,40.570996765957446,-81.75917110638298
Joe Schmucker,12856 70th Ave,Minnesota,0,0,1,0,45.731266201518686,-93.55512944615133
"Joe Soghomonian, Inc.",8624 S. Chestnut,California,0,1,0,0,34.3252898,-118.4661161
Joe Stoddard,32516 132nd Street,Iowa,0,0,1,0,41.464683834870655,-91.98170325646711
Joe W Troyer,16328 Township Rd 245,Ohio,0,0,1,0,40.58968802334448,-83.45038959147416
Joel & James Starr Partnership,1140 W. Lochland Rd.,Nebraska,0,0,1,0,40.640652189699864,-98.39913319586155
Joel Winnes,S 1759 Lewis Valley Rd,Wisconsin,1,0,0,0,44.301424,-91.50051
Joey  and Jessica Yarbrough,2601 Floyd Rd,Tennessee,0,1,1,0,35.71528212221896,-86.67782729989756
Jogue Inc.,14731 Helm Court,Michigan,0,1,0,0,42.390149,-83.486038
"Jogue, Incorporated",4142 Pacific Privado,California,1,1,0,0,34.04984821212121,-117.5585773030303
Johan Vineyards LLC,4285 North Pacific Highway,Oregon,0,1,0,0,43.9029039,-123.0193467
"Johanna Beverage Company, LLC",5625 W Thorpe Rd,Washington,0,1,0,0,47.61646118909178,-117.49269389851801
Johannes Family Farms,949 160th St.,Kansas,0,0,1,0,38.304437,-97.213955
"Johansen Ranch, Inc.",6801 Co Road 24,California,0,1,0,0,39.710765,-122.159955
John & Alice Blosser,4491 South 250th Road,Missouri,0,0,1,0,37.667387,-93.175525
John & Armen Carlon Dba Sierra Cascade Blueberry Farm,12753 Doe Mill Road,California,0,1,0,0,39.85364878835757,-121.66193381512545
John A Penicook Jr. Family Trust,3056 N 1500 E Rd.,Illinois,0,1,1,0,39.79249941679709,-89.25029312869705
John And Cynthia Schoustra,8000 Balcom Canyon Rd.,California,0,1,0,0,34.313668513638596,-118.9724723576974
John B. Beiler,1600 Noble Road,Pennsylvania,1,1,0,0,39.87248,-76.081127
John B. Martin & Sons Farms Inc,4021 Redman Road,New York,0,1,1,0,43.22980764442295,-77.96710330459827
"John B. Sanfilippo & Son, Inc.",1703 N Randall Road,Illinois,0,1,0,0,42.0349009,-88.3396789
John Bostian Farms,3899 West Ave,Iowa,0,0,1,0,40.800403966643145,-91.15119172166331
John C. Troyer,4668 Lebanon Rd,New York,1,0,0,0,42.789840565616416,-75.70266715588662
John Cardner,4461 Phalen Road,New York,1,0,0,0,42.48638127550459,-75.98306402385269
John D. Fisher,8020 N Moscow Rd,Pennsylvania,0,0,1,0,39.99987058135467,-75.94771666453495
John D. Schlabach,172 Jennings Creek Road,New York,1,0,0,0,42.41761356188343,-76.07034437027046
John E Beachy,21141 Sunrise Ln,Wisconsin,0,0,1,0,43.26188716301343,-90.74751680320365
"John E Gingerich, Ida E Gingerich",14321 Fremont Dr,Minnesota,0,0,1,0,43.919057,-91.99505222481504
John E. Mast,306 County Road 46,New York,1,0,0,0,44.93740554430763,-74.80100604035117
John E. Raber,87 Greenmount Cemetery Lane,New York,1,0,0,0,43.54211253038593,-73.38677179668784
John E. Stoltzfus Jr.,875 Fiery Hill Rd,New York,1,0,0,0,42.969308,-74.7838913881861
John E. Weaver,186 Dillenbeck Road,New York,1,0,1,0,43.00118290396309,-74.77908154840952
John Eilers Farms,21355 Walnut Dr.,California,0,1,0,0,38.03848925232976,-121.05534643297408
John F. Smith,664 Bryant Rd.,New York,1,0,0,0,42.63529918481881,-75.47458890839071
John F. Stoltzfus,58 Earl Lane,Pennsylvania,1,0,0,0,40.148066698665914,-76.24648993758161
John Fisher,166 Brungard Lane,Pennsylvania,1,1,0,0,41.01326476467874,-77.37307496853222
John G. Kellett Jr.,327 River Rd,New York,1,0,1,0,43.010735499999996,-73.59714627761628
John Gingerich,11928 Annaton Rd,Wisconsin,0,0,1,0,42.93811370464003,-90.53705382399147
John H. O'connell,20595 Asbury Road,Iowa,0,0,1,0,42.511776,-90.825664
John Henry Miller,4316 Bach Rd.,Michigan,1,0,0,0,43.6890910372459,-83.14539709815081
John Hershberger,1232 - 120th Street,Iowa,0,0,1,0,41.47522,-94.6567095
John Hostetler,5767 Durling Rd,New York,1,0,0,0,42.94270922715552,-75.50546510459802
John Ivan And Suetta Zimmerman,128 California Road,Pennsylvania,1,0,0,0,40.14541414642092,-75.93769782621362
John J Hershberger,1503 130th St,Iowa,0,0,1,0,42.602650007021246,-91.48945081710798
John J King Farm,448 Jacobs Rd,Pennsylvania,1,0,0,0,40.06684857824487,-75.9656915984801
John L Miller,35029 Elm Ridge Rd,New York,1,0,0,0,44.17513845,-75.75544899050291
John L. Borntreger,3161 470th St,Iowa,0,0,1,0,42.96777367171066,-94.96718297275746
John L. Miller Sunnyside Organic Acres,2868 Miller Lane,Pennsylvania,0,1,0,0,40.3842826,-80.2141078
John Ledbetter,19801 Hines Valley Road,Tennessee,0,1,0,0,35.8176560193346,-84.33587678568738
John Luth,237 Timber Road,Iowa,0,0,1,0,43.093391422581846,-91.40000251117293
John M. Brubaker,721 Siegfriedale Road,Pennsylvania,1,0,1,0,40.55077343355924,-75.71799709163533
John M. Glick,437 Springville Rd.,Pennsylvania,1,0,0,0,40.06385470036443,-76.02047636451529
John M. Kurtz,372 Reagan Flats Road,New York,1,0,0,0,44.926956000000004,-74.6300877263158
John Mark Beachy,1203 Larch Ave,Iowa,0,0,1,0,43.467504087532376,-95.94044611881556
John Miller,10319 County Road 38,Indiana,1,0,0,0,41.5522743,-85.7223498
John O Bontrager,23563 230th St,Iowa,1,0,1,0,42.891684443502854,-91.34098860860101
John Ogle,701 East Phelps,Missouri,0,0,1,0,37.189802,-93.9025456
John P. Stevens Dba Bella Vista,4770 Santa Ana Valley Rd,California,0,1,0,0,36.82829016613818,-121.28523495643915
John R Burkholder,8431 Ford Rd,New York,0,0,1,0,42.569702500000005,-77.20028099999999
John R Myer,7401 State Route 89,New York,0,0,1,0,43.1410897,-76.7713543
John R. Blank,450 Spring Hill Rd,Pennsylvania,1,0,0,0,40.60151680838387,-75.2072599636054
John R. Glick,435 Green Lane,Pennsylvania,1,0,0,0,40.033041,-75.217339
John Rogers Walker/Walker Farms,1011 Camp Springs Road,North Carolina,0,0,1,0,36.325459232664514,-79.51377984955332
John S. Dietz,141 Strickler's Lane,Pennsylvania,0,0,1,0,40.01404480346452,-76.55549123874763
John S. Stoltzfus,4350 Yost Road,New York,1,0,0,0,42.811609836734696,-76.83692651020408
John Saeli,4761 East Lake Rd,New York,0,0,1,0,42.7937445,-76.9319735
John Salamone,345 Millers Grove Rd,New York,1,0,0,0,43.067228,-75.06940380142166
John Schwartzentruber,6987 State Route 26,New York,1,0,0,0,42.5700933,-75.8843166
John Sordelet's Black Bear Springs Organic Farm,3955 Upper Lopez Canyon Road,California,0,1,0,0,35.25445996256648,-120.50200286232813
John T. Petersheim,7763 Cedar Springs Road,Pennsylvania,1,0,0,0,40.5682336,-77.3899183
John Travis Farm,1660 Ellis Rd,New York,0,0,1,0,42.5337615,-77.0171775
John V. Bontrager,2606 500th St. SW,Iowa,1,0,1,0,41.56916526940543,-91.68276100796433
John Valentine,1059 State Highway 80,New York,0,1,0,0,42.65940842936899,-75.26085604387941
John W. Carter III,285 Robert Rd.,North Carolina,0,0,1,0,35.269743943433795,-79.69231823291227
John Yoder,6975 East Colonville Rd,Michigan,1,0,0,0,43.84421034228188,-84.70726095973154
John Z Stoltzfus,63 Thomas Rd,Pennsylvania,1,0,0,0,41.942804099083126,-76.18036237107935
John Z. Smoker,241B Hogs Back Road,Pennsylvania,0,1,0,0,41.094001025187424,-76.50544012610924
Johnnie R. Yoder,254 Keenan Road,New York,1,0,1,0,44.921784,-74.677963
Johnny D. Yutzy,21361 Kimball Rd,Wisconsin,1,0,0,0,43.8652988902339,-90.44385936864064
Johnny J. Miller,94 Trout River Road,New York,1,0,0,0,44.981698,-74.23265756081082
Johnny L. Kurtz,102 Cold Spring Rd,New York,1,0,0,0,40.8268765,-73.4971745
Johnny Nisley,20375 Butler Road,Ohio,1,0,0,0,40.52436629643295,-82.38098687837459
Johnny's Selected Seeds - Winslow,955 Benton Ave.,Maine,1,0,0,0,44.5729553,-69.5991797
Johnson Berry Farm,2908 Wiggins Rd.,Washington,0,1,0,0,32.997334,-83.024292
Johnson Family Farms,37189 532nd Ave,Minnesota,0,0,1,0,45.2852432972973,-94.70205116216216
"Johnson Family Foundation For Urban Agriculture, Inc. Dba The Farm At Agritopia","3000 East Ray Road, Building 5",Arizona,0,1,0,0,34.92945047276074,-114.09116788665126
"Johnson Family Ranch, Inc.",1251 Rd M,California,0,1,0,0,39.277624835815786,-123.21635675199025
Johnson Grass Dairy,952 10 1/2 Ave,Wisconsin,1,0,0,0,45.35974672489892,-91.9661701791182
Johnson Hay and Grain,12851 E County Road 200 N,Indiana,0,1,0,0,40.31576762878002,-86.25892646587006
"Johnson, Aaron & Kirstin",24255 453rd Ave,South Dakota,0,0,1,0,43.227943,-97.140798
Johnston Vineyards,3500 Hwy 128,California,0,1,0,0,33.191225,-117.30384438596363
Jon Widmer Farm,6306 Steiner Rd,Ohio,0,0,1,0,40.4595247,-81.6026925
Jonas A Schlabach,31642 St Rt 643,Ohio,1,0,0,0,40.0530285,-82.9148926
Jonas And Anna Raber,10480 Small Road,Ohio,1,0,0,0,39.257905,-84.797819
Jonas Ebersol,378 Bunker Hill Road,Pennsylvania,1,0,0,0,39.966308,-76.181449
Jonas F Stoltzfus,1884 Leader Rd,New York,1,0,0,0,42.82209512460978,-76.8405370197781
Jonas J Hershberger,3506 County Highway 18,New York,1,0,0,0,42.63294669734304,-75.32086366794007
Jonas J King,248 Blank Rd,Pennsylvania,1,0,0,0,40.051406,-75.973001
Jonas J. Stoltzfus,4372 Patten Road,New York,1,0,0,0,43.83983315344304,-75.55567529902537
Jonas J. Wengerd,1104 Jenkins Rd,New York,0,0,1,0,43.04091134782609,-77.83292868561873
Jonas K. Fisher,651 Twin County Road,Pennsylvania,0,1,0,0,40.112434355586196,-75.91866336049179
Jonas Kauffman,1860 110th St,Iowa,0,1,1,0,41.58232639024228,-91.20660705944186
Jonas Kauffman,5151 Germano Road SE,Ohio,1,0,0,0,40.491526,-81.025717
Jonas L. Esh,2089 Noble Rd,Pennsylvania,1,0,0,0,41.9948407,-80.3212932
Jonas Lapp,20499 County Road Z,Wisconsin,1,0,0,0,45.17036,-91.274012
Jonas Lee Miller,6090 Elimsport Rd.,Pennsylvania,1,0,0,0,41.14364862824611,-77.01139073806074
Jonas M. Schmucker Farm,S-501 Dell Rd,Wisconsin,1,0,0,0,42.9894202,-88.9011547
Jonas N Troyer,3861 Brooks Rd,Michigan,1,0,1,0,43.226746545454546,-82.97792757575758
Jonas R. Zeiset,4275 Furnace Rd,Pennsylvania,1,0,0,0,40.92318176167711,-76.94162707408923
Jonas Raber,1296 145Th St,Iowa,0,0,1,0,42.57765469209397,-91.55222333717563
Jonas S. Fisher,74-A South Ronks Road,Pennsylvania,1,1,0,0,40.01166598428856,-76.16321118934867
Jonas Troyer,5925 CR 207,Ohio,1,0,0,0,40.592691826666666,-81.83304464
Jonas Yoder Farm,Hwy 81 and 285th Ave,Missouri,0,0,1,0,40.195105,-91.602251
Jonathan And Alta Waltz,2509 Maricle Rd,New York,1,0,0,0,42.528497,-75.977285
Jonathan and Carolyn Olson,3415 County Road 9,Minnesota,0,0,1,0,43.796715998110244,-91.52571844283747
Jonathan B. Hoover,2271 Italy Hill Road,New York,1,0,0,0,42.592017,-77.25517532911392
Jonathan Bleichty,1850 Franklin Avenue,Iowa,1,0,0,0,41.61129085106383,-93.643002070922
"Jonathan Borntreger, Amos Yoder",19563 County Highway MM,Wisconsin,1,1,0,0,43.88982063972203,-90.50395936378267
Jonathan C. Wooster And Margaret Jane Wooster,55800 Peach Tree Rd.,California,0,1,0,0,36.110111,-120.717199
Jonathan F. Beiler,259 West Shady Road,Pennsylvania,0,1,0,0,39.8797422895397,-76.07438296101314
Jonathan Hoover,2391 Buckle Rd,New York,0,0,1,0,42.5669075,-77.065821
Jonathan Jeffries,78 Dairy Lane,Pennsylvania,1,0,0,0,40.12028058923156,-76.05110761961436
Jonathan Mast Farm,14936 225th Street,Iowa,0,0,1,0,42.898701471661546,-91.50901643943081
Jonathan Miller,17500 Peckham Lane,Wisconsin,1,0,0,0,43.537582,-90.52039
Jonathan Petermann,24551 County Road 27,Minnesota,0,0,1,0,44.2971939,-94.7660645
Jonathan S. Fisher,9821 Muddy Creek Road,Pennsylvania,1,0,0,0,40.204104,-76.082971
Jonathan Stoll & Sons,881 Smyrna Center Rd.,Maine,1,0,0,0,46.143341,-68.1034092
Jonathan Weaver Farm,5685 19th Road,Indiana,1,0,1,0,41.20111489196329,-86.1708214130469
Jones Dairy Farm,2955 Grier Nursery Rd.,Maryland,1,0,0,0,39.61301,-76.378593
Jones Family Farm,4709 Guenza Rd.,California,1,0,0,0,38.380035,-122.6458593
Jones Family Farm,10182 Danville Road,Iowa,0,1,0,0,40.8332384975598,-91.31440321279953
Jones Family Farms,7094 Honeysuckle Lane,North Carolina,0,0,1,0,35.8247662373363,-78.1248197247975
Jones Farms,1405 Richwood LaRue Rd,Ohio,0,0,1,0,40.56535354449501,-83.38303168056594
Joni E. Bontrager,3264 430Th Street,Iowa,0,0,1,0,43.38548491168452,-92.58007960733613
Joos Family Farms,23808 190th St.,Iowa,0,0,1,0,42.9500521384097,-91.33269163274892
Jordan Creek Dairy,N3858 County Road M,Wisconsin,1,0,1,0,43.710115,-87.891027
Jordan Gingerich,9922 Amish Pike,Ohio,0,0,1,0,40.0769795,-83.3382822
Jordan Jensen,16285 Helmet Rd,Wisconsin,0,0,1,0,43.934671,-90.57209
Jordan TeBockhorst,1660 Nutmeg Avenue,Iowa,0,0,1,0,41.41517639383001,-91.70066596971203
Jordan's Dairy,12934 N Damascus,Illinois,1,0,0,0,42.3722378,-89.7062292
Jorgensen Farm,10673 County Road J,Wisconsin,0,0,1,0,43.3140804,-88.7914243
Joseph A. Miller,161 Carr Rd,Pennsylvania,1,0,0,0,39.94623711710277,-79.68225287229248
Joseph B. King,5031 Camerons Road,Pennsylvania,1,0,0,0,40.531945245658456,-78.94635070010284
Joseph Camozzi Dairy,388 Meacham Rd.,California,1,0,0,0,38.30007350146579,-122.73901648810138
Joseph E. Troyer,1269 County Route 11,New York,1,0,0,0,40.74352555658003,-73.69410172519228
Joseph Esch,2210 Creek Hill Rd,Pennsylvania,1,0,0,0,40.073231453109074,-76.23919635845562
Joseph Fields,3129 River Road,South Carolina,0,1,0,0,34.775025720451346,-77.16415854649547
Joseph G Fisher,856 Wesley Rd,Pennsylvania,1,0,0,0,39.83423212762892,-76.10543553591533
Joseph G. Lapp,125A S. Belmont Rd,Pennsylvania,1,0,0,0,39.984153,-76.097286
Joseph Gallo Farms,10561 West Highway 140,California,0,1,0,0,37.551169,-119.926032
Joseph Garrant,296 Leggett Rd,New York,1,0,0,0,44.963064,-73.3956314463905
Joseph J. Bontrager,17849 352nd St.,Minnesota,1,0,0,0,46.13921055266241,-94.99500910731868
Joseph J. Gingerich,159 Finnerty Rd,New York,0,1,0,0,43.395405499999995,-75.8691705
Joseph J. Graber/Organic Acres,10972 North 1150 East,Indiana,0,1,0,0,41.3679574,-86.4760802
Joseph J. Yoder,12085 Annaton Road,Wisconsin,0,0,1,0,42.94344549666305,-90.53719169606464
Joseph Lambright & Sons,2705 N 400 W,Indiana,1,0,0,0,41.64677866141275,-86.77709758430628
Joseph M. Nisley/Flat View Dairy,11036 E. Moreland Road,Ohio,1,0,0,0,40.71194672611465,-81.78354936305733
Joseph M. Stoltzfus,215 Stover Road,Pennsylvania,1,1,0,0,41.01522086256949,-77.33990037686551
Joseph N. Zeiset,4730 Jones Road,New York,0,0,1,0,42.784104,-77.26777849999999
Joseph Nolt Farm,W6562 Popple River Road,Wisconsin,1,0,0,0,45.7911419,-88.6850665
Joseph P. Stutzman,315 East Rd.,New York,1,0,0,0,40.7127281,-74.0060152
Joseph R Schlabach,13737 330th St,Minnesota,0,0,1,0,46.10668910338094,-95.07347916843177
Joseph S. Hoover,2588 Hammertown Road,Pennsylvania,1,0,1,0,40.171863810662956,-75.9372879029982
Joseph Shallhoub and Son Inc.,1258 Prospect Avenue,New York,0,1,0,0,40.6524455,-73.9762443
Joseph Troyer,20508 Echo Ave,Iowa,0,0,1,0,40.751048629239776,-92.55696491660758
Joseph Yoder Dba Yoder Ranch,40307 Road 74,California,0,1,0,0,36.52254075547565,-119.40847082444188
Josh Pond LLC,227 Gardner Lake Rd.,Maine,1,1,0,0,44.753505097696205,-67.3204760976962
Joshua Farm,15648 Meridian Road,California,0,1,0,0,39.87141057620889,-121.91929060981956
Joshua Renno,2409 Locust Run Road,Pennsylvania,1,0,0,0,40.5680922,-77.2952455
Joshua Welch And James Welch Dba Dusty Clay Farm,708 Paris Road,New York,0,0,1,0,42.9569816511135,-74.6850808870572
Joshua Wenger,100 Wissler Rd.,Pennsylvania,0,0,1,0,40.204175917125674,-76.2306013230739
Josiah D. Miller Farm,646 Carlisle RD.,Pennsylvania,1,0,0,0,41.06257633000512,-80.51603633200205
Josiah Kauffman,149 Dairy Lane,Pennsylvania,1,0,1,0,40.95205637699823,-79.96039356882771
Josiah M. Martin,157 Summer Hill Road,Pennsylvania,1,0,0,0,40.44480277093966,-76.16661632955869
JR Organics,31030 Rodriguez Road,California,0,1,0,0,33.280615,-117.124539
"JR Productions, LLC / PICK-N-PLAY CSA / Crescendo Ingredients",10528 110th St SE,Minnesota,0,0,1,0,43.86150917353892,-92.27351565739302
"JRF Enterprises, LLC",2081 Drew Ave.,California,0,0,1,0,37.512336,-120.852893
JRS Pharma,725 41st Avenue Drive SW,Iowa,0,0,0,1,41.937714768456374,-91.64840467449665
"JS Batth, Inc.",14444 North Ray Road,California,0,1,0,0,38.11069596909464,-121.3704720353431
JSM Organics,17575 Ramadero Way,California,0,1,0,0,36.87671260939434,-121.66482625259694
JTF Organics/ Tonascia Farms,2410 Airline Hwy.,California,0,0,1,0,36.82706801660441,-121.38281669629134
